split_name,label,test_count,train_count,val_count,test_prop,train_prop,val_prop
standard,B-GOVERNMENT,0,3,0,0.0,9.282695199608887e-06,0.0
standard,B-LEGISLATION/ACT,3,11,2,7.452860656348595e-05,3.4036549065232595e-05,4.974258213743876e-05
standard,B-LOCATION,0,5,1,0.0,1.5471158666014814e-05,2.487129106871938e-05
standard,B-MISCELLANEOUS,3,17,0,7.452860656348595e-05,5.260193946445037e-05,0.0
standard,B-PERSON,0,0,2,0.0,0.0,4.974258213743876e-05
standard,I-BUSINESS,1557,8154,1053,0.0386803468064492,0.0252303655525369,0.0261894694953615
standard,I-COURT,6,159,4,0.0001490572131269,0.0004919828455792,9.948516427487751e-05
standard,I-GOVERNMENT,151,1069,114,0.0037512731970287,0.0033077337227939,0.002835327181834
standard,I-LEGISLATION/ACT,353,2718,336,0.0087695327056368,0.0084101218508456,0.0083567537990897
standard,I-LOCATION,169,1384,171,0.0041984448364097,0.0042824167187529,0.004252990772751
standard,I-MISCELLANEOUS,523,3791,469,0.012992820410901,0.0117302325005724,0.0116646355112293
standard,I-PERSON,114,1080,133,0.0028320870494124,0.0033417702718592,0.0033078817121396
standard,O,37369,304769,37921,0.9283531662236356,0.943025911096534,0.9431442286169076
